settlementId,assetArea,dealAmount,assetRoomNum,X,Y,socio_index_avg,socio_rank_avg,socio_cluster_mode,cnt_community_place_of_worship_r500m,cnt_education_childcare_r500m,cnt_education_college_r1500m,cnt_education_cooking_school_r1000m,cnt_education_driving_school_r1000m,cnt_education_education_r1000m,cnt_education_flight_school_r2000m,cnt_education_kindergarten_r500m,cnt_education_language_school_r1000m,cnt_education_music_school_r800m,cnt_education_nursing_home_r1000m,cnt_education_prep_school_r800m,cnt_education_preschool_r500m,cnt_education_school_r800m,cnt_education_trade_school_r1500m,cnt_education_university_r2000m,cnt_employment_association_r1500m,cnt_employment_company_r1500m,cnt_employment_conference_centre_r2000m,cnt_employment_coworking_space_r1500m,cnt_employment_exhibition_centre_r2000m,cnt_employment_factory_r1000m,cnt_employment_landuse_commercial_r1500m,cnt_employment_landuse_industrial_r1000m,cnt_employment_landuse_retail_r1000m,cnt_employment_marketplace_r1000m,cnt_employment_office_r1500m,cnt_employment_social_centre_r1000m,cnt_food_bar_r500m,cnt_food_cafe_r500m,cnt_food_fast_food_r500m,cnt_food_ice_cream_r500m,cnt_food_pub_r500m,cnt_food_restaurant_r500m,cnt_health_clinic_r1000m,cnt_health_dentist_r800m,cnt_health_doctors_r800m,cnt_health_first_aid_r1000m,cnt_health_hospital_r2500m,cnt_health_pharmacy_r500m,cnt_health_social_facility_r1000m,cnt_health_veterinary_r1000m,cnt_historic_archaeological_site_r2000m,cnt_historic_castle_r2000m,cnt_historic_memorial_r1000m,cnt_historic_monument_r1000m,cnt_historic_ruins_r2000m,cnt_leisure_arts_centre_r1500m,cnt_leisure_casino_r1500m,cnt_leisure_cinema_r1500m,cnt_leisure_community_centre_r1000m,cnt_leisure_events_venue_r1500m,cnt_leisure_food_court_r800m,cnt_leisure_music_venue_r1000m,cnt_leisure_nightclub_r800m,cnt_leisure_theatre_r1500m,cnt_nature_beach_r2500m,cnt_nature_hot_spring_r1500m,cnt_nature_peak_r2000m,cnt_nature_spring_r1500m,cnt_nature_wood_r1000m,cnt_park_amusement_arcade_r1000m,cnt_park_beach_resort_r2000m,cnt_park_bird_hide_r2000m,cnt_park_common_r700m,cnt_park_dog_park_r700m,cnt_park_fitness_centre_r800m,cnt_park_garden_r600m,cnt_park_ice_rink_r1500m,cnt_park_marina_r2000m,cnt_park_nature_reserve_r3000m,cnt_park_outdoor_seating_r500m,cnt_park_park_r700m,cnt_park_picnic_table_r500m,cnt_park_playground_r500m,cnt_park_sports_centre_r1000m,cnt_park_sports_hall_r1000m,cnt_park_stadium_r2000m,cnt_park_swimming_pool_r1000m,cnt_park_trampoline_park_r1500m,cnt_park_water_park_r2500m,cnt_retail_department_store_r1500m,cnt_retail_mall_r2000m,cnt_retail_supermarket_r600m,cnt_retail_wholesale_r2000m,cnt_service_atm_r400m,cnt_service_bank_r600m,cnt_service_fire_station_r1500m,cnt_service_library_r800m,cnt_service_police_r1000m,cnt_service_post_office_r800m,cnt_service_townhall_r1500m,cnt_tourism_aquarium_r2000m,cnt_tourism_attraction_r1500m,cnt_tourism_gallery_r1500m,cnt_tourism_hotel_r1000m,cnt_tourism_museum_r1500m,cnt_tourism_theme_park_r3000m,cnt_tourism_viewpoint_r1500m,cnt_tourism_zoo_r2500m,cnt_transport_bus_station_r600m,cnt_transport_bus_stop_r400m,cnt_transport_ferry_r1500m,cnt_transport_public_platform_r400m,cnt_transport_public_station_r600m,cnt_transport_public_stop_position_r400m,cnt_transport_railway_station_r1500m,cnt_transport_railway_stop_r800m,cnt_transport_railway_subway_entrance_r800m,cnt_transport_railway_train_station_entrance_r1500m,cnt_transport_railway_tram_stop_r600m,total_1km_group_community,total_1km_group_education,total_1km_group_employment,total_1km_group_food,total_1km_group_health,total_1km_group_historic,total_1km_group_leisure,total_1km_group_nature,total_1km_group_park,total_1km_group_retail,total_1km_group_service,total_1km_group_tourism,total_1km_group_transport,location_score,deal_year,deal_month,floor_num,settlement_encoded,deal_nature_encoded
6200,66,840000,3.0,177315.18,657364.85,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,7,2,0,0,0,1,4,3,0,5,1,4,0,3,2,4,1,16,44.5,2014,8,4.0,43,2
6200,83,1370000,4.0,177068.7,657420.43,-0.115,605.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,8,5,0,0,0,0,2,3,0,4,1,3,0,3,2,4,1,25,39.9,2014,6,8.0,43,2
6200,73,1080000,3.0,177227.93,657378.96,-0.115,605.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,7,2,0,0,0,0,3,3,0,5,1,4,0,3,1,4,1,19,41.0,2014,4,6.0,43,2
6200,77,1300000,4.0,177341.96,657420.85,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,7,2,0,0,0,1,3,3,0,5,1,4,0,4,2,4,1,16,43.9,2014,3,5.0,43,2
6200,73,1258000,4.0,177077.73,657477.83,-0.115,605.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,8,5,0,0,0,0,2,3,0,5,1,3,0,3,2,4,1,27,41.3,2014,3,7.0,43,2
6200,53,1079000,3.0,176980.27,657536.01,-0.115,605.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,8,6,0,0,0,0,3,3,0,3,1,3,0,3,5,5,1,33,44.1,2014,3,3.0,43,2
6200,60,919000,3.0,176900.16,657493.32,-0.115,605.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,8,6,0,0,0,0,3,3,0,3,1,3,0,2,4,3,1,33,41.0,2014,1,1.0,43,2
6200,69,800000,3.0,177476.94,657387.69,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,7,0,0,0,0,1,5,3,0,4,1,4,0,5,3,3,1,11,41.9,2014,1,4.0,43,2
6200,53,1050000,3.0,176912.06,657584.2,-0.115,605.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,8,6,0,0,0,0,3,3,0,3,1,3,0,2,5,4,0,33,41.1,2014,1,1.0,43,2
6200,73,1020000,3.0,177227.93,657378.96,-0.115,605.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,7,2,0,0,0,0,3,3,0,5,1,4,0,3,1,4,1,19,41.0,2013,12,1.0,43,2
6200,67,764000,3.0,177108.36,657369.25,-0.115,605.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,8,4,0,0,0,0,3,3,0,4,1,3,0,3,1,4,1,23,40.8,2013,12,3.0,43,2
6200,63,980000,3.0,176835.17,657633.76,-0.115,605.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,8,8,0,0,0,0,3,3,0,3,1,3,0,2,4,4,0,34,41.6,2013,11,1.0,43,2
6200,66,960000,3.0,177315.18,657364.85,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,7,2,0,0,0,1,4,3,0,5,1,4,0,3,2,4,1,16,44.5,2013,11,3.0,43,2
6200,77,1310000,3.5,177304.77,657429.54,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,7,2,0,0,0,1,3,3,0,5,1,4,0,3,1,4,1,17,41.6,2013,11,7.0,43,2
6200,69,945000,3.0,177476.94,657387.69,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,7,0,0,0,0,1,5,3,0,4,1,4,0,5,3,3,1,11,41.9,2013,10,3.0,43,2
6200,66,610000,3.0,177187.5,657358.83,-0.115,605.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,7,3,0,0,0,0,3,3,0,5,1,3,0,3,1,4,1,21,41.0,2013,10,1.0,43,2
6200,83,1385000,4.0,177068.7,657420.43,-0.115,605.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,8,5,0,0,0,0,2,3,0,4,1,3,0,3,2,4,1,25,39.9,2013,10,11.0,43,2
6200,65,879000,3.0,177476.94,657387.69,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,7,0,0,0,0,1,5,3,0,4,1,4,0,5,3,3,1,11,41.9,2013,8,1.0,43,2
6200,79,1055000,3.0,177476.94,657387.69,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,7,0,0,0,0,1,5,3,0,4,1,4,0,5,3,3,1,11,41.9,2013,8,4.0,43,2
6200,60,855000,3.0,176900.16,657493.32,-0.115,605.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,8,6,0,0,0,0,3,3,0,3,1,3,0,2,4,3,1,33,41.0,2013,7,4.0,43,2
6200,82,1305000,4.0,177168.84,657461.04,-0.115,605.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,8,3,0,0,0,0,3,3,0,5,1,4,0,3,1,4,1,23,42.1,2013,7,5.0,43,2
6200,55,1040000,3.0,176980.27,657536.01,-0.115,605.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,8,6,0,0,0,0,3,3,0,3,1,3,0,3,5,5,1,33,44.1,2013,7,3.0,43,2
6200,73,1030000,3.0,177227.93,657378.96,-0.115,605.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,7,2,0,0,0,0,3,3,0,5,1,4,0,3,1,4,1,19,41.0,2013,7,1.0,43,2
6200,67,1120000,3.0,177341.96,657420.85,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,7,2,0,0,0,1,3,3,0,5,1,4,0,4,2,4,1,16,43.9,2013,6,5.0,43,2
6200,53,895000,3.0,176980.27,657536.01,-0.115,605.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,0,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,8,6,0,0,0,0,3,3,0,3,1,3,0,3,5,5,1,33,44.1,2013,4,1.0,43,2
6200,91,617000,4.0,177068.7,657420.43,-0.115,605.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,8,5,0,0,0,0,2,3,0,4,1,3,0,3,2,4,1,25,39.9,2013,3,3.0,43,2
6200,67,840000,3.0,177467.39,657294.03,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,7,0,0,0,0,1,5,2,0,4,1,4,0,4,3,3,1,13,41.5,2013,1,3.0,43,2
6200,67,900000,3.0,177304.77,657429.54,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,7,2,0,0,0,1,3,3,0,5,1,4,0,3,1,4,1,17,41.6,2013,1,6.0,43,2
6200,75,1020000,3.0,176938.88,657466.88,-0.115,605.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,8,6,0,0,0,0,3,3,0,3,1,3,0,2,4,3,1,33,41.0,2013,1,3.0,43,2
6200,73,1170000,4.0,176934.8,657553.94,-0.115,605.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,8,6,0,0,0,0,3,3,0,3,1,3,0,2,5,5,0,34,42.2,2012,12,3.0,43,2
6200,66,845000,3.0,177150.54,657401.35,-0.115,605.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,8,4,0,0,0,0,3,3,0,5,1,3,0,3,1,4,1,23,42.1,2012,12,1.0,43,2
6200,69,800000,3.0,177476.94,657387.69,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,7,0,0,0,0,1,5,3,0,4,1,4,0,5,3,3,1,11,41.9,2012,12,1.0,43,2
6200,61,750000,3.0,176900.16,657493.32,-0.115,605.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,8,6,0,0,0,0,3,3,0,3,1,3,0,2,4,3,1,33,41.0,2012,10,4.0,43,2
6200,91,1295000,4.0,177068.7,657420.43,-0.115,605.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,8,5,0,0,0,0,2,3,0,4,1,3,0,3,2,4,1,25,39.9,2012,9,9.0,43,2
6200,66,1000000,3.0,177304.77,657429.54,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,7,2,0,0,0,1,3,3,0,5,1,4,0,3,1,4,1,17,41.6,2012,8,3.0,43,2
6200,69,935000,3.0,177476.94,657387.69,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,7,0,0,0,0,1,5,3,0,4,1,4,0,5,3,3,1,11,41.9,2012,8,3.0,43,2
6200,60,925000,3.0,176900.16,657493.32,-0.115,605.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,8,6,0,0,0,0,3,3,0,3,1,3,0,2,4,3,1,33,41.0,2012,8,1.0,43,2
6200,69,800000,3.0,177476.94,657387.69,-0.115,605.6,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,7,0,0,0,0,1,5,3,0,4,1,4,0,5,3,3,1,11,41.9,2012,7,3.0,43,2
6200,70,890000,3.0,176900.16,657493.32,-0.115,605.6,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,8,6,0,0,0,0,3,3,0,3,1,3,0,2,4,3,1,33,41.0,2012,7,1.0,43,2
